"diff_eyes", "eyes_cosine", "mean_left_vel_x", ""mean_left_vel_y", ""mean_right_vel_x", ""mean_right_vel_y", "button1", "button2", "button3", "button4"
1, 0.998860090971, -0.0014775658492, 0.00459916936234, -0.00206907349639, 0.00833531003445, 0, 0, 0, 0
1, 0.881641119719, -0.00465845270082, 0.0151241468266, 0.00259345001541, 0.00607261713594, 0, 0, 0, 0
1, 0.997751295567, 0.00441130716354, 0.00816245097667, 0.00251199235208, 0.00593155575916, 0, 0, 0, 0
1, 0.924885928631, -0.00279299612157, 0.00701899826527, 0.00110141222831, 0.00617419742048, 0, 0, 0, 0
1, 0.711894154549, 0.000689573469572, 0.00623678741977, -0.0011493335478, 0.000701096549165, 0, 0, 0, 0
1, 0.452893696725, 0.000293704215437, -0.00149858626537, 0.000635609147139, 0.000188212186913, 0, 0, 0, 0
1, 0.91476559639, -0.00388441630639, 0.00868503935635, 0.000285810499918, 0.00164565385785, 0, 0, 0, 0
0.996855989695, 0.992471784353, 0.00868821050972, -0.00487307505682, 0.0129814008251, -0.0106033887714, 0, 0, 0, 0
0.999483811855, 0.156783670187, -0.00232629384845, 0.00889371801168, 0.0035418975167, -0.00193834141828, 0, 0, 0, 0
1, 0.456742297858, 0.00740720937029, -0.0118211917579, 0.00973211228848, 0.00734289269894, 0, 0, 0, 0
0.999548699856, 0.531478878111, -0.00541919609532, 0.00471983011812, 0.00389910512604, 0.00509161315858, 0, 0, 0, 0
0.944033460617, 0.999984890223, 0.00282938336022, -0.00613352376968, 0.0428602024913, -0.0910458341241, 0, 0, 0, 0
0.962101604939, 0.0185491144657, 0.0235466137528, 0.0109603805467, -0.0342374965549, -0.00560990255326, 0, 0, 0, 0
0.944468278885, 0.417821235955, -0.0171991176903, -0.0113541549072, 0.0422632470727, -0.0454948805273, 0, 0, 0, 0
0.969352986813, 0.87943482399, 0.000922576175071, 0.00737439421937, -0.0286147166044, 0.0432249307632, 0, 0, 0, 0
0.969235610962, 0.941368252039, 0.00120928441174, -0.00872202496976, 0.0288382284343, -0.0398101620376, 0, 0, 0, 0
0.956737861633, 0.98850774765, -0.00684160692617, 0.00810994021595, -0.031915333122, 0.0604225546122, 0, 0, 0, 0
0.976251087189, 0.686019331217, 0.0101062413305, -0.00223006028682, 0.00819929689169, -0.0495395995677, 0, 0, 0, 0
0.97736438036, 0.686610341072, 0.0128425536677, -0.00246346602216, 0.0104350587353, -0.053406111896, 0, 0, 0, 0
0.978588342667, 0.636863291264, 0.0152679076418, 0.00316845579073, 0.025737427175, -0.0492102913558, 0, 0, 0, 0
0.996723217964, 0.998241662979, 0.00351422326639, -0.0022221156396, 0.00970980338752, -0.00734680797905, 0, 0, 0, 0
0.992957121134, 0.789589077234, 0.00611524097621, -0.00305650779046, 0.00366553291678, -0.0235797651112, 0, 0, 0, 0
0.999915186167, 0.936381876469, 0.00262108072639, 0.00724375480786, -0.000404706777772, 0.00246426672675, 0, 0, 0, 0
0.995781929493, 0.0184310376644, 0.00359036889859, -0.012468717061, -9.38784796745e-06, 0.00117303500883, 0, 0, 0, 0
0.986894207001, 0.998448967934, -0.0148586947471, 0.0153484726325, -0.0159071497619, 0.0192579273134, 0, 0, 0, 0
0.993640801907, 0.0119195282459, -0.00205445825122, -0.00785043556243, 0.000554283324163, 0.0149048808962, 0, 0, 0, 0
0.997875797749, 0.187765061855, 0.00775061594322, -0.00279192999005, -0.00403336202726, -0.00247616739944, 0, 0, 0, 0
0.998774806261, 0.356080800295, -0.0042316778563, -0.00401536095887, -0.00602251756936, 0.011938652955, 0, 0, 0, 0
0.988570612669, 0.809921562672, -0.00715214991942, 0.00410829903558, -0.00480348756537, 0.0324078500271, 0, 0, 0, 0
0.997378746271, 0.0119053423405, 0.00119968899526, 0.00849582906812, 0.00153044785839, -0.0194868072867, 0, 0, 0, 0
0.990773050785, 0.948501974344, 0.00261590699665, -0.0020157888066, 0.00972484517843, -0.0198075007647, 0, 0, 0, 0
0.998474980593, 0.767859101295, 0.00950734782964, 0.00371479592286, 0.00225153239444, 0.0115287546068, 0, 0, 0, 0
0.994427676201, 0.941549152136, -0.01092968788, 0.00160129112191, -0.0189258381724, 0.0139108598232, 0, 0, 0, 0
0.97389467001, 0.639206886292, 0.00612584827468, 0.00155512744095, 0.0276164133102, -0.0470523424447, 0, 0, 0, 0
0.996579192877, 0.322216838598, 0.00974916480482, 0.00376977981068, 8.24159942567e-05, -0.0151254348457, 0, 0, 0, 0
0.98952671051, 0.80050688982, -0.00886464770883, 0.00161095557269, -0.0121969562024, 0.0243115015328, 0, 0, 0, 0
0.992743666172, 0.85746088624, -0.00606242287904, 0.00841458421201, -0.0326579101384, 0.00567934336141, 0, 0, 0, 0
0.98455363512, 0.842412859201, -0.0232244450599, 0.00769520876929, -0.0185159705579, 0.0399079397321, 0, 0, 0, 0
1, 0.0902650952339, -0.00102688162588, 0.00665691308677, -0.00621185032651, -0.0126246809959, 0, 0, 0, 0
1, 0.449670944363, 0.0016016109148, -0.0107644777745, 0.00245072343387, 0.000621941580903, 0, 0, 0, 0
1, 0.083902746439, -0.00302602234297, 0.00644451100379, -0.000142505319673, -0.000950942456257, 0, 0, 0, 0
1, 0.878043562174, 0.00132513977587, -0.00690819229931, -0.0013438394526, -0.00232563982718, 0, 0, 0, 0
1, 0.443752851337, 0.00420680828393, 0.00838353298604, -0.00159531447571, 0.000586585665587, 0, 0, 0, 0
0.999891909361, 0.991116344929, 0.000266107381321, -0.00258299265988, 0.00184946670197, -0.00616508582607, 0, 0, 0, 0
1, 0.0044946372509, 1.00272166729, 0.629059970379, -0.0112228747457, -0.00509422225878, 0, 0, 0, 0
1, 0.736703708768, -0.0648940429091, 0.869194865227, 1.36658346653, 0.871464490891, 0, 0, 0, 0
1, 0.040601849556, 1.27956211567, 3.23382258415, -0.353352576494, -0.355368614197, 0, 0, 0, 0
0.113046798706, 0.993465512991, 1.10264980793, -0.179219901562, 1.85035359859, 0.00133645033929, 0, 0, 0, 0
0.237727661133, 0.309930354357, -0.561393022537, 0.132265731692, 0.943359613419, 1.31769096851, 0, 0, 0, 0
0.983099327087, 0.995877355337, -0.177047595382, 0.0270396545529, -0.335922718048, 0.00774454232305, 0, 0, 0, 0
1, 0.758285492659, -0.17303737998, 0.658620715141, -0.159548595548, 0.0469034053385, 0, 0, 0, 0
1, 0.720346316695, 0.746237099171, 0.0728568509221, 0.145435124636, -0.235256046057, 0, 0, 0, 0
1, 0.541772123426, 0.830248951912, -0.891617536545, -0.597255527973, -0.657552838326, 0, 0, 0, 0
1, 0.208248436451, -0.113421626389, -1.29212653637, 0.347443878651, 0.206139668822, 0, 0, 0, 0
0.601787109375, 0.943919360638, 0.633899390697, 0.605552911758, 1.12256062031, 3.2762992382, 0, 0, 0, 0
1, 0.952992200851, -0.349909484386, 0.252942055464, -1.28143918514, 0.244877919555, 0, 0, 0, 0
1, 0.974220722914, -1.27127730846, -1.18771922588, -1.30940020084, -0.598801612854, 0, 0, 0, 0
0.864621734619, 0.904768407345, 0.362880110741, -0.12153442204, 1.56582772732, -2.19244289398, 0, 0, 0, 0
1, 0.677020952106, -0.346900165081, 0.24782435596, 0.529792547226, 2.0041706562, 0, 0, 0, 0
0.0845070648193, 0.884992182255, -0.254663914442, 0.603925824165, -4.06938838959, 2.11733031273, 0, 0, 0, 0
0.221735153198, 0.767223447561, 0.20137372613, 3.20277833939, 1.43845760822, 0.787816107273, 0, 0, 0, 0
0.92436882019, 0.992286384106, -0.441415935755, 0.48875823617, -0.439455389977, 0.703026175499, 0, 0, 0, 0
0.95200340271, 0.554422464222, 0.00895578972995, 0.203275308013, 0.333200782537, 0.0216993279755, 0, 0, 0, 0
0.883837280273, 0.726526603103, 0.765881597996, 0.294555544853, 0.439794659615, 4.25350809097, 0, 0, 0, 0
0.650898590088, 0.976027876139, -0.434814959764, -0.1767257303, -1.57783150673, -1.32079493999, 0, 0, 0, 0
1, 0.917746543884, -1.58484184742, 0.617992341518, -5.58311510086, 7.86653900146, 0, 0, 0, 0
1, 0.939786761999, -0.90036034584, -0.875427544117, -3.6213850975, -1.02383041382, 0, 0, 0, 0
0.510316505432, 0.950370043516, 0.811493217945, -0.640702426434, 3.89156293869, -0.866150140762, 0, 0, 0, 0
0.595462493896, 0.941185206175, 1.57377660275, 0.22186511755, 6.38599395752, -2.33010697365, 0, 0, 0, 0
0.407145080566, 0.712914437056, 0.687331318855, 0.570390641689, 2.23517179489, -1.04745173454, 0, 0, 0, 0
0.111144256592, 0.999712139368, 1.8480322361, -0.032941300422, 6.53739452362, -0.338687568903, 0, 0, 0, 0
0.879430122375, 0.980334103107, 0.163586065173, 0.691189408302, -0.0693043917418, 1.41321647167, 0, 0, 0, 0
0.166878814697, 0.987616181374, 0.753609895706, 0.403251588345, 2.64065241814, 2.28978061676, 0, 0, 0, 0
0.301883163452, 0.947069317102, 0.439056694508, -0.791321218014, 3.04170322418, -2.0807287693, 0, 0, 0, 0
0.541196060181, 0.98711180687, 0.594516694546, 0.0418554879725, 2.05314993858, -0.325560748577, 0, 0, 0, 0
